driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
DNF10F. ColapintoCOLMP Motorsport,1,1:45.471,DNF,-,180.151,-,-,1040,2023,ROUND2Summary,,DNF,10,F  Colapinto,COL,MP Motorsport,105.471,,,1.0,,105.471,94.405,23.0,0.043478260869565216,0.0,,105.471,0,1,0,0,,11.130434782608695,119.88027572665177,112.46031551438814,0.7777777777777778,117.26497555199674,-14.40927572665177,-11.793975551996738,2
DNF11M. BoyaBOYMP Motorsport,1,1:49.304,DNF,-,173.834,-,-,1040,2023,ROUND2Summary,,DNF,11,M  Boya,BOY,MP Motorsport,109.304,,,1.0,,105.471,94.405,23.0,0.043478260869565216,3.8329999999999984,,109.304,0,1,0,0,,11.130434782608695,119.88027572665177,115.19329674251675,0.3333333333333333,117.26497555199674,-10.576275726651772,-7.960975551996739,2
DNF14S. MontoyaMONHitech Pulse-Eight,-,-,DNF,-,-,-,-,1040,2023,ROUND2Summary,,DNF,14,S  Montoya,MON,Hitech Pulse-Eight,,,,,,105.471,94.405,23.0,,,,,0,1,0,0,,11.8,115.74251118685403,115.90397525272972,0.4444444444444444,117.26497555199674,,,2
115G. MinìMINHitech Pulse-Eight,27,41:45.651,-,-,129.449,1:25.165,13,1042,2023,ROUND4Summary,,,115,G  Minì,MIN,Hitech Pulse-Eight,2505.651,85.16499999999999,,27.0,1.0,1633.525,85.16499999999999,27.0,1.0,872.1259999999997,0.0,92.80188888888888,1,0,0,0,1.0,11.8,115.74251118685403,113.77758732365452,0.4444444444444444,94.31156933536751,-22.94062229796515,-1.509680446478626,4
22D. BeganovicBEGPREMA Racing,27,41:46.103,0.452,0.452,129.426,1:25.600,13,1042,2023,ROUND4Summary,,,22,D  Beganovic,BEG,PREMA Racing,2506.103,85.6,0.452,27.0,2.0,1633.525,85.16499999999999,27.0,1.0,872.578,0.4350000000000023,92.81862962962963,1,0,0,0,2.0,7.666666666666667,116.05260925294857,115.92847043639546,0.6666666666666666,94.31156933536751,-23.233979623318945,-1.4929397057378822,4
31P. AronAROPREMA Racing,27,41:52.865,7.214,6.762,129.078,1:26.074,11,1042,2023,ROUND4Summary,,,31,P  Aron,ARO,PREMA Racing,2512.865,86.074,7.214,27.0,3.0,1633.525,85.16499999999999,27.0,1.0,879.3399999999997,0.909000000000006,93.06907407407407,1,0,0,0,3.0,7.666666666666667,116.05260925294857,116.23050374831392,0.7777777777777778,94.31156933536751,-22.983535178874504,-1.242495261293442,4
416L. BrowningBROHitech Pulse-Eight,27,41:53.214,7.563,0.349,129.060,1:25.171,11,1042,2023,ROUND4Summary,,,416,L  Browning,BRO,Hitech Pulse-Eight,2513.214,85.17099999999999,7.563,27.0,4.0,1633.525,85.16499999999999,27.0,1.0,879.6889999999999,0.006000000000000227,93.082,1,0,0,0,4.0,11.8,115.74251118685403,117.30035550127789,0.3333333333333333,94.31156933536751,-22.660511186854038,-1.2295693353675148,4
55G. BortoletoBORTrident,27,42:05.146,19.495,11.932,128.450,1:26.615,9,1042,2023,ROUND4Summary,,,55,G  Bortoleto,BOR,Trident,2525.146,86.615,19.495,27.0,5.0,1633.525,85.16499999999999,27.0,1.0,891.6210000000001,1.4500000000000028,93.52392592592594,1,0,0,0,5.0,9.76,116.92273374285985,115.97615062204665,0.8888888888888888,94.31156933536751,-23.39880781693391,-0.7876434094415714,4
610F. ColapintoCOLMP Motorsport,27,42:05.551,19.900,0.405,128.429,1:26.677,9,1042,2023,ROUND4Summary,,,610,F  Colapinto,COL,MP Motorsport,2525.551,86.67699999999999,19.9,27.0,6.0,1633.525,85.16499999999999,27.0,1.0,892.0259999999998,1.5120000000000005,93.53892592592592,1,0,0,0,6.0,11.130434782608695,119.88027572665177,112.46031551438814,0.7777777777777778,94.31156933536751,-26.34134980072585,-0.772643409441585,4
73Z. O'SullivanOSUPREMA Racing,27,42:06.629,20.978,1.078,128.375,1:26.659,9,1042,2023,ROUND4Summary,,,73,Z  O'Sullivan,OSU,PREMA Racing,2526.629,86.65899999999999,20.978,27.0,7.0,1633.525,85.16499999999999,27.0,1.0,893.1039999999998,1.4939999999999998,93.57885185185185,1,0,0,0,7.0,7.666666666666667,116.05260925294857,115.99885357413632,0.6666666666666666,94.31156933536751,-22.47375740109672,-0.7327174835156569,4
827T. BarnardBARJenzer Motorsport,27,42:11.415,25.764,4.786,128.132,1:26.394,9,1042,2023,ROUND4Summary,,,827,T  Barnard,BAR,Jenzer Motorsport,2531.415,86.394,25.764,27.0,8.0,1633.525,85.16499999999999,27.0,1.0,897.8899999999999,1.2290000000000134,93.75611111111111,1,0,0,0,8.0,14.666666666666666,116.5931699829908,116.14232125097831,0.5555555555555556,94.31156933536751,-22.83705887187969,-0.5554582242563981,4
923J. MartíMARCampos Racing,27,42:11.843,26.192,0.428,128.110,1:26.618,10,1042,2023,ROUND4Summary,,,923,J  Martí,MAR,Campos Racing,2531.843,86.618,26.192,27.0,9.0,1633.525,85.16499999999999,27.0,1.0,898.3179999999998,1.453000000000003,93.77196296296296,1,0,0,0,9.0,10.884615384615385,116.15091628530566,115.2003549064639,0.8888888888888888,94.31156933536751,-22.378953322342696,-0.539606372404549,4
108G. SaucySAUART Grand Prix,27,42:12.927,27.276,1.084,128.055,1:27.092,11,1042,2023,ROUND4Summary,,,108,G  Saucy,SAU,ART Grand Prix,2532.927,87.092,27.276,27.0,10.0,1633.525,85.16499999999999,27.0,1.0,899.402,1.9270000000000067,93.81211111111112,1,0,0,0,10.0,16.08695652173913,117.7594891858589,117.08186764158235,0.4444444444444444,94.31156933536751,-23.947378074747775,-0.49945822425638653,4
119N. TsolovTSOART Grand Prix,27,42:13.377,27.726,0.450,128.033,1:26.906,11,1042,2023,ROUND4Summary,,,119,N  Tsolov,TSO,ART Grand Prix,2533.377,86.906,27.726,27.0,11.0,1633.525,85.16499999999999,27.0,1.0,899.8519999999999,1.7410000000000139,93.82877777777777,1,0,0,0,11.0,16.08695652173913,117.7594891858589,116.79637701317695,0.0,94.31156933536751,-23.930711408081123,-0.482791557589735,4
1226N. BedrinBEDJenzer Motorsport,27,42:14.165,28.514,0.788,127.993,1:27.077,9,1042,2023,ROUND4Summary,,,1226,N  Bedrin,BED,Jenzer Motorsport,2534.165,87.077,28.514,27.0,12.0,1633.525,85.16499999999999,27.0,1.0,900.6399999999999,1.9120000000000061,93.85796296296296,1,0,0,0,12.0,14.666666666666666,116.5931699829908,116.10332703974443,0.1111111111111111,94.31156933536751,-22.735207020027843,-0.4536063724045505,4
136O. GoetheGOETrident,27,42:14.991,29.340,0.826,127.951,1:26.159,11,1042,2023,ROUND4Summary,,,136,O  Goethe,GOE,Trident,2534.991,86.15899999999999,29.34,27.0,13.0,1633.525,85.16499999999999,27.0,1.0,901.4659999999999,0.9939999999999998,93.88855555555556,1,0,0,0,13.0,9.76,116.92273374285985,115.1636023619979,0.3333333333333333,94.31156933536751,-23.034178187304292,-0.4230137798119529,4
1412J. EdgarEDGMP Motorsport,27,42:17.760,32.109,2.769,127.812,1:27.012,11,1042,2023,ROUND4Summary,,,1412,J  Edgar,EDG,MP Motorsport,2537.76,87.012,32.109,27.0,14.0,1633.525,85.16499999999999,27.0,1.0,904.2350000000001,1.8470000000000084,93.99111111111112,1,0,0,0,14.0,11.130434782608695,119.88027572665177,131.1627748994656,0.3333333333333333,94.31156933536751,-25.88916461554065,-0.3204582242563845,4
1519T. SmithSMIVan Amersfoort Racing,27,42:18.476,32.825,0.716,127.776,1:27.131,12,1042,2023,ROUND4Summary,,,1519,T  Smith,SMI,Van Amersfoort Racing,2538.476,87.131,32.825,27.0,15.0,1633.525,85.16499999999999,27.0,1.0,904.951,1.9660000000000082,94.01762962962964,1,0,0,0,15.0,16.24,116.85182093964313,117.04090887327428,0.0,94.31156933536751,-22.834191310013495,-0.29393970573786987,4
1618R. VillagómezVILVan Amersfoort Racing,27,42:22.071,36.420,3.595,127.595,1:27.015,12,1042,2023,ROUND4Summary,,,1618,R  Villagómez,VIL,Van Amersfoort Racing,2542.071,87.015,36.42,27.0,16.0,1633.525,85.16499999999999,27.0,1.0,908.5459999999998,1.8500000000000085,94.15077777777778,1,0,0,0,16.0,16.24,116.85182093964313,116.88903270342618,0.1111111111111111,94.31156933536751,-22.701043161865357,-0.1607915575897323,4
1724C. MansellMANCampos Racing,27,42:25.326,39.675,3.255,127.432,1:27.096,12,1042,2023,ROUND4Summary,,,1724,C  Mansell,MAN,Campos Racing,2545.326,87.096,39.675,27.0,17.0,1633.525,85.16499999999999,27.0,1.0,911.8009999999999,1.9310000000000116,94.27133333333333,1,0,0,0,17.0,10.884615384615385,116.15091628530566,116.11257589435905,0.6666666666666666,94.31156933536751,-21.879582951972324,-0.04023600203417743,4
1811M. BoyaBOYMP Motorsport,27,42:26.469,40.818,1.143,127.374,1:26.849,12,1042,2023,ROUND4Summary,,,1811,M  Boya,BOY,MP Motorsport,2546.469,86.849,40.818,27.0,18.0,1633.525,85.16499999999999,27.0,1.0,912.944,1.6840000000000117,94.31366666666666,1,0,0,0,18.0,11.130434782608695,119.88027572665177,115.19329674251675,0.3333333333333333,94.31156933536751,-25.56660905998511,0.002097331299154348,4
1920O. GrayGRACarlin,27,42:32.990,47.339,6.521,127.049,1:26.979,10,1042,2023,ROUND4Summary,,,1920,O  Gray,GRA,Carlin,2552.99,86.979,47.339,27.0,19.0,1633.525,85.16499999999999,27.0,1.0,919.4649999999997,1.8140000000000072,94.55518518518518,1,0,0,0,19.0,19.736842105263158,119.5955435796296,117.62266529857341,0.0,94.31156933536751,-25.040358394444425,0.24361584981767237,4
2021H. YeanyYEACarlin,27,42:33.520,47.869,0.530,127.023,1:26.985,10,1042,2023,ROUND4Summary,,,2021,H  Yeany,YEA,Carlin,2553.52,86.985,47.869,27.0,20.0,1633.525,85.16499999999999,27.0,1.0,919.9949999999999,1.8200000000000074,94.57481481481481,1,0,0,0,20.0,19.736842105263158,119.5955435796296,107.42983049108702,0.0,94.31156933536751,-25.02072876481479,0.26324547944730625,4
2128A. GarcíaGARJenzer Motorsport,27,42:34.518,48.867,0.998,126.973,1:27.017,10,1042,2023,ROUND4Summary,,,2128,A  García,GAR,Jenzer Motorsport,2554.518,87.017,48.867,27.0,21.0,1633.525,85.16499999999999,27.0,1.0,920.9929999999999,1.8520000000000039,94.61177777777777,1,0,0,0,21.0,14.666666666666666,116.5931699829908,117.53386165824966,0.1111111111111111,94.31156933536751,-21.981392205213027,0.30020844241026623,4
2231P. WisnickiWISPHM Racing by Charouz,27,42:35.187,49.536,0.669,126.940,1:27.469,9,1042,2023,ROUND4Summary,,,2231,P  Wisnicki,WIS,PHM Racing by Charouz,2555.187,87.469,49.536,27.0,22.0,1633.525,85.16499999999999,27.0,1.0,921.6619999999998,2.304000000000002,94.63655555555555,1,0,0,0,22.0,20.61904761904762,119.17063068676134,114.48480707070708,0.0,94.31156933536751,-24.534075131205796,0.3249862201880376,4
2329S. FloerschFLOPHM Racing by Charouz,27,42:35.833,50.182,0.646,126.908,1:27.419,9,1042,2023,ROUND4Summary,,,2329,S  Floersch,FLO,PHM Racing by Charouz,2555.833,87.419,50.182,27.0,23.0,1633.525,85.16499999999999,27.0,1.0,922.308,2.254000000000005,94.66048148148148,1,0,0,0,23.0,20.61904761904762,119.17063068676134,116.66848106868845,0.1111111111111111,94.31156933536751,-24.51014920527986,0.3489121461139746,4
244L. FornaroliFORTrident,27,42:36.221,50.570,0.388,126.889,1:25.955,13,1042,2023,ROUND4Summary,,,244,L  Fornaroli,FOR,Trident,2556.221,85.955,50.57,27.0,24.0,1633.525,85.16499999999999,27.0,1.0,922.6959999999999,0.7900000000000063,94.67485185185186,1,0,0,0,24.0,9.76,116.92273374285985,119.43298920221702,0.4444444444444444,94.31156933536751,-22.247881891007992,0.36328251648434673,4
257K. FrederickFREART Grand Prix,27,42:42.413,56.762,6.192,126.582,1:26.891,10,1042,2023,ROUND4Summary,,,257,K  Frederick,FRE,ART Grand Prix,2562.413,86.89099999999999,56.762,27.0,25.0,1633.525,85.16499999999999,27.0,1.0,928.8879999999999,1.725999999999999,94.90418518518518,1,0,0,0,25.0,16.08695652173913,117.7594891858589,119.40022290281735,0.1111111111111111,94.31156933536751,-22.855304000673712,0.5926158498176761,4
2625H. BarterBARCampos Racing,27,43:04.023,78.372,21.610,125.523,1:26.408,17,1042,2023,ROUND4Summary,,,2625,H  Barter,BAR,Campos Racing,2584.023,86.408,78.372,27.0,26.0,1633.525,85.16499999999999,27.0,1.0,950.498,1.2430000000000092,95.70455555555556,1,0,0,0,26.0,10.884615384615385,116.15091628530566,114.92019412150461,0.125,94.31156933536751,-20.446360729750097,1.3929862201880496,4
2730R. FariaFARPHM Racing by Charouz,27,43:07.771,82.120,3.748,125.342,1:29.135,15,1042,2023,ROUND4Summary,,,2730,R  Faria,FAR,PHM Racing by Charouz,2587.771,89.135,82.12,27.0,27.0,1633.525,85.16499999999999,27.0,1.0,954.2460000000001,3.970000000000013,95.84337037037038,1,0,0,0,27.0,20.61904761904762,119.17063068676134,119.6535308724295,0.0,94.31156933536751,-23.327260316390962,1.5318010350028715,4
DQ14S. MontoyaMONHitech Pulse-Eight,26,42:46.375,1 LAP,1 LAP,121.705,1:25.733,23,1042,2023,ROUND4Summary,,DQ,14,S  Montoya,MON,Hitech Pulse-Eight,2566.375,85.733,,26.0,,1633.525,85.16499999999999,27.0,0.9629629629629629,932.8499999999999,0.568000000000012,98.70673076923077,0,0,0,0,,11.8,115.74251118685403,115.90397525272972,0.4444444444444444,94.31156933536751,-17.035780417623258,4.395161433863265,4
DNF17C. ColletCCOVan Amersfoort Racing,17,27:13.525,DNF,-,125.020,1:26.094,12,1042,2023,ROUND4Summary,,DNF,17,C  Collet,CCO,Van Amersfoort Racing,1633.525,86.094,,17.0,,1633.525,85.16499999999999,27.0,0.6296296296296297,0.0,0.929000000000002,96.08970588235294,0,1,0,0,,16.24,116.85182093964313,116.62552124222894,0.3333333333333333,94.31156933536751,-20.76211505729019,1.7781365469854364,4
DNF22I. CohenCOHCarlin,-,-,DNF,-,-,-,-,1042,2023,ROUND4Summary,,DNF,22,I  Cohen,COH,Carlin,,,,,,1633.525,85.16499999999999,27.0,,,,,0,1,0,0,,19.736842105263158,119.5955435796296,122.2920570420369,0.0,94.31156933536751,,,4
123J. MartíMARCampos Racing,25,41:21.348,-,-,168.729,1:31.964,8,1043,2023,ROUND5Summary,,,123,J  Martí,MAR,Campos Racing,2481.348,91.964,,25.0,1.0,1160.27,91.964,25.0,1.0,1321.078,0.0,99.25392,1,0,0,0,1.0,10.884615384615385,116.15091628530566,115.2003549064639,0.8888888888888888,101.8816484729064,-16.89699628530566,-2.627728472906412,5
210F. ColapintoCOLMP Motorsport,25,41:25.811,4.463,4.463,168.426,1:32.092,11,1043,2023,ROUND5Summary,,,210,F  Colapinto,COL,MP Motorsport,2485.811,92.092,4.463,25.0,2.0,1160.27,91.964,25.0,1.0,1325.5410000000002,0.1280000000000001,99.43244,1,0,0,0,2.0,11.130434782608695,119.88027572665177,112.46031551438814,0.7777777777777778,101.8816484729064,-20.447835726651775,-2.449208472906406,5
32D. BeganovicBEGPREMA Racing,25,41:31.793,10.445,5.982,168.022,1:32.488,9,1043,2023,ROUND5Summary,,,32,D  Beganovic,BEG,PREMA Racing,2491.793,92.488,10.445,25.0,3.0,1160.27,91.964,25.0,1.0,1331.5230000000001,0.5240000000000009,99.67172000000001,1,0,0,0,3.0,7.666666666666667,116.05260925294857,115.92847043639546,0.6666666666666666,101.8816484729064,-16.380889252948563,-2.209928472906398,5
45G. BortoletoBORTrident,25,41:34.836,13.488,3.043,167.817,1:32.477,9,1043,2023,ROUND5Summary,,,45,G  Bortoleto,BOR,Trident,2494.836,92.477,13.488,25.0,4.0,1160.27,91.964,25.0,1.0,1334.5659999999998,0.5130000000000052,99.79343999999999,1,0,0,0,4.0,9.76,116.92273374285985,115.97615062204665,0.8888888888888888,101.8816484729064,-17.129293742859858,-2.088208472906416,5
51P. AronAROPREMA Racing,25,41:35.504,14.156,0.668,167.772,1:32.729,9,1043,2023,ROUND5Summary,,,51,P  Aron,ARO,PREMA Racing,2495.504,92.729,14.156,25.0,5.0,1160.27,91.964,25.0,1.0,1335.234,0.7650000000000006,99.82016,1,0,0,0,5.0,7.666666666666667,116.05260925294857,116.23050374831392,0.7777777777777778,101.8816484729064,-16.23244925294857,-2.0614884729064045,5
611M. BoyaBOYMP Motorsport,25,41:40.848,19.500,5.344,167.413,1:32.766,9,1043,2023,ROUND5Summary,,,611,M  Boya,BOY,MP Motorsport,2500.848,92.766,19.5,25.0,6.0,1160.27,91.964,25.0,1.0,1340.578,0.8020000000000067,100.03392,1,0,0,0,6.0,11.130434782608695,119.88027572665177,115.19329674251675,0.3333333333333333,101.8816484729064,-19.84635572665178,-1.847728472906411,5
714S. MontoyaMONHitech Pulse-Eight,25,41:41.222,19.874,0.374,167.388,1:32.560,9,1043,2023,ROUND5Summary,,,714,S  Montoya,MON,Hitech Pulse-Eight,2501.222,92.56,19.874,25.0,7.0,1160.27,91.964,25.0,1.0,1340.9520000000002,0.5960000000000036,100.04888000000001,1,0,0,0,7.0,11.8,115.74251118685403,115.90397525272972,0.4444444444444444,101.8816484729064,-15.69363118685402,-1.8327684729063947,5
83Z. O'SullivanOSUPREMA Racing,25,41:45.055,23.707,3.833,167.132,1:32.867,10,1043,2023,ROUND5Summary,,,83,Z  O'Sullivan,OSU,PREMA Racing,2505.055,92.867,23.707,25.0,8.0,1160.27,91.964,25.0,1.0,1344.7849999999999,0.9030000000000058,100.20219999999999,1,0,0,0,8.0,7.666666666666667,116.05260925294857,115.99885357413632,0.6666666666666666,101.8816484729064,-15.85040925294858,-1.6794484729064152,5
927T. BarnardBARJenzer Motorsport,25,41:46.420,25.072,1.365,167.041,1:32.308,8,1043,2023,ROUND5Summary,,,927,T  Barnard,BAR,Jenzer Motorsport,2506.42,92.308,25.072,25.0,9.0,1160.27,91.964,25.0,1.0,1346.15,0.3440000000000083,100.2568,1,0,0,0,9.0,14.666666666666666,116.5931699829908,116.14232125097831,0.5555555555555556,101.8816484729064,-16.336369982990803,-1.6248484729064074,5
1024C. MansellMANCampos Racing,25,41:47.503,26.155,1.083,166.969,1:32.883,11,1043,2023,ROUND5Summary,,,1024,C  Mansell,MAN,Campos Racing,2507.503,92.883,26.155,25.0,10.0,1160.27,91.964,25.0,1.0,1347.2330000000002,0.9189999999999969,100.30012,1,0,0,0,10.0,10.884615384615385,116.15091628530566,116.11257589435905,0.6666666666666666,101.8816484729064,-15.850796285305648,-1.581528472906399,5
1126N. BedrinBEDJenzer Motorsport,25,41:49.249,27.901,1.746,166.853,1:33.033,9,1043,2023,ROUND5Summary,,,1126,N  Bedrin,BED,Jenzer Motorsport,2509.249,93.033,27.901,25.0,11.0,1160.27,91.964,25.0,1.0,1348.9789999999998,1.0690000000000026,100.36995999999999,1,0,0,0,11.0,14.666666666666666,116.5931699829908,116.10332703974443,0.1111111111111111,101.8816484729064,-16.22320998299081,-1.511688472906414,5
1217C. ColletCCOVan Amersfoort Racing,25,41:49.688,28.340,0.439,166.824,1:33.112,9,1043,2023,ROUND5Summary,,,1217,C  Collet,CCO,Van Amersfoort Racing,2509.688,93.112,28.34,25.0,12.0,1160.27,91.964,25.0,1.0,1349.4180000000001,1.1479999999999961,100.38752000000001,1,0,0,0,12.0,16.24,116.85182093964313,116.62552124222894,0.3333333333333333,101.8816484729064,-16.464300939643124,-1.4941284729063966,5
1325H. BarterBARCampos Racing,25,41:53.278,31.930,3.590,166.585,1:33.001,10,1043,2023,ROUND5Summary,,,1325,H  Barter,BAR,Campos Racing,2513.278,93.001,31.93,25.0,13.0,1160.27,91.964,25.0,1.0,1353.0079999999998,1.0370000000000061,100.53111999999999,1,0,0,0,13.0,10.884615384615385,116.15091628530566,114.92019412150461,0.125,101.8816484729064,-15.619796285305668,-1.3505284729064186,5
1415G. MinìMINHitech Pulse-Eight,25,41:53.702,32.354,0.424,166.557,1:32.707,9,1043,2023,ROUND5Summary,,,1415,G  Minì,MIN,Hitech Pulse-Eight,2513.702,92.707,32.354,25.0,14.0,1160.27,91.964,25.0,1.0,1353.4320000000002,0.742999999999995,100.54808000000001,1,0,0,0,14.0,11.8,115.74251118685403,113.77758732365452,0.4444444444444444,101.8816484729064,-15.194431186854018,-1.3335684729063928,5
1512J. EdgarEDGMP Motorsport,25,41:55.630,34.282,1.928,166.430,1:33.343,8,1043,2023,ROUND5Summary,,,1512,J  Edgar,EDG,MP Motorsport,2515.63,93.343,34.282,25.0,15.0,1160.27,91.964,25.0,1.0,1355.3600000000001,1.3790000000000049,100.6252,1,0,0,0,15.0,11.130434782608695,119.88027572665177,131.1627748994656,0.3333333333333333,101.8816484729064,-19.255075726651768,-1.2564484729063992,5
166O. GoetheGOETrident,25,41:57.191,35.843,1.561,166.326,1:32.648,9,1043,2023,ROUND5Summary,,,166,O  Goethe,GOE,Trident,2517.191,92.648,35.843,25.0,16.0,1160.27,91.964,25.0,1.0,1356.9209999999998,0.6839999999999975,100.68763999999999,1,0,0,0,16.0,9.76,116.92273374285985,115.1636023619979,0.3333333333333333,101.8816484729064,-16.23509374285986,-1.1940084729064182,5
177K. FrederickFREART Grand Prix,25,41:59.205,37.857,2.014,166.193,1:33.714,9,1043,2023,ROUND5Summary,,,177,K  Frederick,FRE,ART Grand Prix,2519.205,93.714,37.857,25.0,17.0,1160.27,91.964,25.0,1.0,1358.935,1.75,100.7682,1,0,0,0,17.0,16.08695652173913,117.7594891858589,119.40022290281735,0.1111111111111111,101.8816484729064,-16.991289185858903,-1.1134484729064127,5
1820O. GrayGRACarlin,25,42:00.618,39.270,1.413,166.100,1:33.555,9,1043,2023,ROUND5Summary,,,1820,O  Gray,GRA,Carlin,2520.618,93.555,39.27,25.0,18.0,1160.27,91.964,25.0,1.0,1360.348,1.5910000000000082,100.82472,1,0,0,0,18.0,19.736842105263158,119.5955435796296,117.62266529857341,0.0,101.8816484729064,-18.770823579629607,-1.0569284729064066,5
199N. TsolovTSOART Grand Prix,25,42:01.098,39.750,0.480,166.069,1:33.346,10,1043,2023,ROUND5Summary,,,199,N  Tsolov,TSO,ART Grand Prix,2521.098,93.346,39.75,25.0,19.0,1160.27,91.964,25.0,1.0,1360.828,1.382000000000005,100.84392,1,0,0,0,19.0,16.08695652173913,117.7594891858589,116.79637701317695,0.0,101.8816484729064,-16.9155691858589,-1.0377284729064087,5
2029S. FloerschFLOPHM Racing by Charouz,25,42:01.661,40.313,0.563,166.031,1:33.362,12,1043,2023,ROUND5Summary,,,2029,S  Floersch,FLO,PHM Racing by Charouz,2521.661,93.362,40.313,25.0,20.0,1160.27,91.964,25.0,1.0,1361.391,1.3979999999999961,100.86644,1,0,0,0,20.0,20.61904761904762,119.17063068676134,116.66848106868845,0.1111111111111111,101.8816484729064,-18.304190686761345,-1.0152084729064086,5
2131P. WisnickiWISPHM Racing by Charouz,25,42:02.385,41.037,0.724,165.984,1:33.258,12,1043,2023,ROUND5Summary,,,2131,P  Wisnicki,WIS,PHM Racing by Charouz,2522.385,93.258,41.037,25.0,21.0,1160.27,91.964,25.0,1.0,1362.1150000000002,1.293999999999997,100.89540000000001,1,0,0,0,21.0,20.61904761904762,119.17063068676134,114.48480707070708,0.0,101.8816484729064,-18.275230686761333,-0.9862484729063965,5
2228A. GarcíaGARJenzer Motorsport,25,42:05.764,44.416,3.379,165.762,1:34.078,13,1043,2023,ROUND5Summary,,,2228,A  García,GAR,Jenzer Motorsport,2525.764,94.078,44.416,25.0,22.0,1160.27,91.964,25.0,1.0,1365.4940000000001,2.1140000000000043,101.03056000000001,1,0,0,0,22.0,14.666666666666666,116.5931699829908,117.53386165824966,0.1111111111111111,101.8816484729064,-15.562609982990793,-0.8510884729063974,5
